ID;Plaats;Straat;PostCode;Huisnummer;HuishoudenID;WatermeterID;LeidingID
5295;Dirksland;Molenzicht;3247VB;33;4;3;2
5296;Dirksland;Clematis;3247DJ;34;3;2;3
5297;Dirksland;Bloemenweg;3247GA;35;2;4;1
5298;Dirksland;Irenelaan;3247AG;35;5;2;1
5299;Dirksland;Philipshoofjesweg;3247XR;35;4;1;3
5300;Dirksland;Lindehof;3247XL;4;4;1;3
5301;Dirksland;Maannezee;3247XN;44;3;2;1
5302;Dirksland;Onwaardsedijk;3247LG;44;3;4;1
5303;Dirksland;Vroonweg;3247CG;5;2;3;1
5304;Dirksland;Tuinstraat;3247CC;60;5;2;3
5305;Dirksland;Bloemendaal;3247XB;7;1;1;1
5306;Dirksland;Molenzicht;3247VB;77c;4;1;3
5307;Dirksland;Griegpad;3247EK;8;4;4;3
5308;Dirksland;Bloemendaal;3247XB;9;4;1;1
5309;Dirksland;Philipshoofjesweg;3247XS;900;1;1;2
5310;Dirksland;Geldersedijk;3247KC;93;3;2;3
5311;Herkingen;Krammerstraat;3249AM;1;2;4;2
5312;Dirksland;Westdijk;3247LM;11;3;1;2
5313;Herkingen;Jan Deugtstraat;3249AH;3;1;4;2
5314;Herkingen;Nieuwstraat;3249AS;34;3;4;2
5315;Herkingen;Fortstraat;3249AD;38;2;2;2
5316;Herkingen;Molendijk;3249AN;47;2;4;3
5317;Herkingen;Austinplein;3249BL;54;5;2;3
5318;Herkingen;Fortstraat;3249AD;6;2;1;2
5319;Herkingen;Herkingsezeedijk;3249BZ;6;3;4;1
5320;Herkingen;Austinplein;3249BL;60;3;4;1
5321;Middelharnis;Willem Kloospad;3241DJ;1;2;4;2
5322;Middelharnis;Juliana van Stolberglaan;3241GL;10;5;3;3
5323;Middelharnis;Joost van den Vondellaan;3241DR;106;2;3;2
5324;Middelharnis;Rottenburgseweg;3241XD;106;5;4;1
5325;Sommelsdijk;Sperwer;3245VP;107;2;3;3
5326;Sommelsdijk;Dorpsweg;3245VA;11;4;4;2
5327;Sommelsdijk;Marktveld;3245AM;11;3;4;3
5328;Middelharnis;Steneweg;3241XG;11;2;1;2
5329;Sommelsdijk;Vlasakker;3245XW;11;4;1;1
5330;Middelharnis;Prins Bernhardlaan;3241TA;118;2;3;2
5331;Sommelsdijk;Zuidelijke Achterweg;3245BR;12;4;4;3
5332;Sommelsdijk;Frederik van Eedenstraat;3245RL;13;3;1;3
5333;Middelharnis;Prinses Marijkestraat;3241VJ;13;2;4;2
5334;Middelharnis;Herman Heijermanssingel;3241DC;14;4;2;2
5335;Middelharnis;Hobbemastraat;3241AD;14;2;2;3
5336;Middelharnis;Simon Vestdijkpad;3241DN;14;4;3;1
5337;Middelharnis;Anna Blamanpad;3241DM;15;1;4;3
5338;Middelharnis;Beneden Zandpad;3241GA;15;3;2;2
5339;Sommelsdijk;De Wurft;3245AC;15;4;3;1
5340;Middelharnis;Prins Hendrikstraat;3241GR;16;2;4;2
5341;Sommelsdijk;Violierstraat;3245CW;16;2;1;3
5342;Middelharnis;Rembrandtlaan;3241AL;164;1;3;1
5343;Sommelsdijk;Azaleastraat;3245CB;17;3;3;1
5344;Middelharnis;Essenlaan;3241BE;17;3;2;1
5345;Sommelsdijk;Grutto;3245TA;17;4;1;1
5346;Middelharnis;Gedempt Kanaal;3241DB;17A;1;3;1
5347;Middelharnis;Anna Blamanpad;3241DM;18;2;3;1
5348;Sommelsdijk;Gladiolenstraat;3245CD;18;3;3;2
5349;Sommelsdijk;Koninginnelaan;3245XL;18;4;3;3
5350;Sommelsdijk;P.C. Hooftstraat;3245RJ;18;2;3;3
5351;Sommelsdijk;Specht;3245TN;18;2;1;2
5352;Sommelsdijk;De Klaver;3245XT;18;3;2;1
5353;Sommelsdijk;Koolmees;3245TP;19;5;4;1
5354;Middelharnis;Juliana van Stolberglaan;3241GL;1C;4;4;3
5355;Middelharnis;Prinses Marijkestraat;3241VJ;1A;2;3;2
5356;Middelharnis;Binnenpad;3241EK;2;2;2;3
5357;Sommelsdijk;Hofplein;3245CK;2;4;1;1
5358;Sommelsdijk;Marnix Gijsenstraat;3245ME;2;4;3;2
5359;Middelharnis;Prins Willem-Alexanderstraat;3241TD;2;3;4;3
5360;Sommelsdijk;Dubbele Ring;3245AD;20;2;2;1
5361;Middelharnis;Oranje Nassaustraat;3241VB;20;3;4;2
5362;Middelharnis;J.W. Frisostraat;3241VA;21;3;3;3
5363;Middelharnis;Westdijk;3241GT;21;1;2;3
5364;Sommelsdijk;Herman de Manstraat;3245MB;23;2;3;2
5365;Middelharnis;Secretaris Nijghstraat;3241GS;23;5;4;2
5366;Sommelsdijk;Weeshuisstraat;3245BL;23;4;3;3
5367;Sommelsdijk;Betje Wolffstraat;3245RE;26;3;3;2
5368;Sommelsdijk;Van Gorcumstraat;3245BE;26B;3;3;2
5369;Sommelsdijk;Betje Wolffstraat;3245RE;27;3;2;3
5370;Middelharnis;Christiaan de Vrieslaan;3241GC;27;5;1;1
5371;Sommelsdijk;Van Aerssenstraat;3245BC;27;4;3;1
5372;Middelharnis;Schoolstraat;3241CT;28;3;2;2
5373;Middelharnis;Oostdijk;3241CN;29;4;1;3
5374;Dirksland;Onwaardsedijk;3247LG;2C;5;1;3
5375;Sommelsdijk;Molenweg;3245LS;3;2;3;2
5376;Middelharnis;Willemshof;3241HA;3;5;3;1
5377;Middelharnis;Rembrandtlaan;3241AK;30;4;2;3
5378;Middelharnis;Westhavendijk;3241LP;30;3;1;3
5379;Middelharnis;Eendrachtstraat;3241CD;32;2;1;1
5380;Middelharnis;Prins Hendrikstraat;3241GR;32;3;2;2
5381;Sommelsdijk;Sommelsdijkse Haven;3245MA;32;4;2;1
5382;Sommelsdijk;Stoofhoek;3245XR;32;4;3;3
5383;Middelharnis;Westelijke Achterweg;3241EH;32;3;1;1
5384;Middelharnis;Molenweg;;32A;2;3;3
5385;Middelharnis;Prins Bernhardlaan;3241VD;33;4;2;1
5386;Middelharnis;Wilgenlaan;;33F;3;2;1
5387;Sommelsdijk;Koolmees;3245TP;34;3;2;1
5388;Middelharnis;De Ruijterstraat;3241GG;34;1;3;3
5389;Middelharnis;Anna Bijnspad;3241DP;35;2;3;1
5390;Sommelsdijk;Dorpsweg;3245VA;37;3;3;3
5391;Sommelsdijk;Patrijsstraat;3245VK;37;4;1;2
5392;Sommelsdijk;Halsjuk;3245DB;4;2;2;2
5393;Sommelsdijk;Kreekstraat;3245AL;4;4;1;1
5394;Middelharnis;Wilgenlaan;3241BS;4;3;1;2
5395;Sommelsdijk;Hyacintenstraat;3245CN;40;4;4;1
5396;Sommelsdijk;Sperwer;3245VP;409;4;3;1
5397;Sommelsdijk;Langeweg;3245KE;41;4;4;3
5398;Sommelsdijk;Sperwer;3245VP;419;1;4;1
5399;Sommelsdijk;Oudelandsedijk;3245LG;43;1;4;1
5400;Sommelsdijk;Fazantstraat;3245VE;44;5;2;1
5401;Sommelsdijk;Oostdijk;3245AS;47;4;1;3
5402;Sommelsdijk;Pimpelmees;3245TW;47;5;1;2
5403;Sommelsdijk;Sperwer;3245DK;4K;3;4;1
5404;Middelharnis;Kastanjelaan;3241BJ;4B;3;2;3
5405;Sommelsdijk;Grutto;3245TA;5;5;2;3
5406;Middelharnis;Rubensplein;3241AM;5;2;4;2
5407;Sommelsdijk;Sint Nicolaasdreef;3245XP;5;2;2;1
5408;Middelharnis;Berkenlaan;3241BC;50;4;2;1
5409;Sommelsdijk;Groene Zoom;3245CJ;50;2;3;2
5410;Middelharnis;Lijsterbesweg;3241BM;50A;1;1;2
5411;Middelharnis;Burgemeester Mijslaan;3241XA;51;3;3;1
5412;Middelharnis;Hobbemastraat;3241AC;51;1;3;2
5413;Sommelsdijk;Sperwer;3245VP;51;5;1;2
5414;Sommelsdijk;Binnenweg;3245AB;52;2;4;2
5415;Middelharnis;Ring;3241CS;52;3;1;1
5416;Sommelsdijk;Sperwer;3245VP;521;4;4;3
5417;Middelharnis;Wilgenlaan;3241BT;54;3;3;2
5418;Middelharnis;Hoflaan;3241GK;57;2;3;1
5419;Sommelsdijk;Pluvier;3245TD;57;4;3;1
5420;Middelharnis;Oost Voorgors;3241KE;58;3;3;1
5421;Middelharnis;Rembrandtlaan;3241AG;59;4;3;2
5422;Middelharnis;Marga Mincopad;3241DK;6;3;1;3
5423;Sommelsdijk;Meerkoet;3245TK;6;3;1;1
5424;Sommelsdijk;P.C. Hooftstraat;3245RJ;6;4;2;2
5425;Middelharnis;Oost Voorgors;3241KE;62;1;3;1
5426;Middelharnis;Prinses Margrietstraat;3241VH;62;4;3;3
5427;Sommelsdijk;Pluvier;3245TD;63;1;3;1
5428;Middelharnis;Ring;3241CS;68;1;4;3
5429;Middelharnis;Rubensplein;3241AM;69;2;4;3
5430;Sommelsdijk;Achterweg;3245LK;7;5;1;1
5431;Sommelsdijk;Dominee Montijnstraat;3245XC;7;2;4;3
5432;Middelharnis;Essenlaan;3241BE;7;2;4;2
5433;Middelharnis;Lijnbaanstraat;3241GN;7;4;4;3
5434;Sommelsdijk;Molenlaan;3245CP;7;3;1;3
5435;Middelharnis;Prins Clausstraat;3241TB;7;1;3;2
5436;Middelharnis;Prins Hendrikstraat;3241GR;7;2;3;3
5437;Sommelsdijk;Teenhoek;3245DH;7;2;3;3
5438;Sommelsdijk;Westdijk;3245BM;7;2;1;3
5439;Sommelsdijk;Van Aerssenstraat;3245BC;7;2;2;2
5440;Middelharnis;Ring;3241CS;70;5;3;1
5441;Sommelsdijk;Dorpsweg;3245VC;74;1;4;3
5442;Sommelsdijk;Aagje Dekenstraat;3245RG;8;2;1;2
5443;Sommelsdijk;Marktveld;3245AM;8;4;2;1
5444;Middelharnis;Prins Constantijnstraat;3241TC;8;5;4;2
5445;Middelharnis;Wilhelminastraat;3241GW;8;1;1;3
5446;Middelharnis;Rottenburgseweg;3241XD;82;1;3;3
5447;Sommelsdijk;Antoon Coolenstraat;3245MC;84;1;2;2
5448;Middelharnis;Prins Bernhardlaan;3241TA;85;5;3;3
5449;Middelharnis;Oostelijke Achterweg;3241CM;86;4;2;3
5450;Middelharnis;Prins Bernhardlaan;3241TA;88;3;3;2
5451;Middelharnis;Geleijn Cornelissestraat;3241GJ;9;3;1;2
5452;Sommelsdijk;Rozenlaan;3245VR;9;2;2;1
5453;Sommelsdijk;Van Gorcumstraat;3245BE;9;5;3;3
5454;Middelharnis;Rembrandtlaan;3241AH;93;3;1;2
5455;Nieuwe-Tonge;Westerstraat;3244BR;10;3;4;2
5456;Nieuwe-Tonge;Molendijk;3244AM;107;5;1;3
5457;Nieuwe-Tonge;Oudelandsedijk;3244LR;10E;1;3;1
5458;Nieuwe-Tonge;Koningin Julianastraat;3244BE;12;2;4;2
5459;Nieuwe-Tonge;Klinkerlandseweg;3244BD;14;3;2;2
5460;Nieuwe-Tonge;Tuinstraat;3244AS;14;4;2;2
5461;Nieuwe-Tonge;Westdijk;3244BM;14;4;2;3
5462;Nieuwe-Tonge;Burgemeester Overdorpstraat;3244XB;15;5;4;3
5463;Nieuwe-Tonge;Koninginnelaan;3244BG;17;3;3;2
5464;Nieuwe-Tonge;Dominee Wentinkstraat;3244XC;18;1;2;1
5465;Nieuwe-Tonge;Korteweegje;3244AL;18;5;2;3
5466;Nieuwe-Tonge;Tuinstraat;3244AS;20;3;4;1
5467;Nieuwe-Tonge;Burgemeester Overdorpstraat;3244XB;30;3;3;1
5468;Nieuwe-Tonge;Frank van Borselenstraat;3244XE;36;2;4;1
5469;Nieuwe-Tonge;Hertog Jan van Beierenlaan;3244XH;37;4;3;3
5470;Nieuwe-Tonge;Molendijk;3244AM;39;4;4;2
5471;Nieuwe-Tonge;Frank van Borselenstraat;;3E;5;1;3
5472;Nieuwe-Tonge;Koningin Julianastraat;3244BE;43;1;1;3
5473;Nieuwe-Tonge;Lauwerijnstraat;3244XK;44;1;1;1
5474;Nieuwe-Tonge;Europaplein;3244BB;5;3;3;3
5475;Nieuwe-Tonge;Kerkring;3244AH;5;3;3;3
5476;Nieuwe-Tonge;Tuinstraat;3244AS;54;2;2;2
5477;Nieuwe-Tonge;De Perdamusweg;3244LE;1A;2;3;3
5478;Nieuwe-Tonge;Zuiddijk;3244AZ;8;1;2;3
5479;Middelharnis;Simon Stevinweg;3241MD;31;2;3;1
5480;Middelharnis;Pascal;3241MB;40;1;3;2
5481;Middelharnis;Pascal;3241MB;40A;4;2;1
5482;Middelharnis;Edison;3241LS;7A;2;2;1
5483;Scharendijke;Het Baken;4322DB;123;4;1;1
5484;Brouwershaven;Voorburglaan;4318BL;20;5;2;1
5485;Brouwershaven;Haven Noordzijde;4318AC;21;1;1;2
5486;Brouwershaven;Nieuwstad;4318BN;18;4;1;3
5487;Scharendijke;Strand;4322DD;18;4;4;2
5488;Brouwershaven;de Roos;4318EW;18;1;2;3
5489;Scharendijke;Weelweg;4322NC;18;1;4;1
5490;Scharendijke;Hoogenboomsweg;4322TG;1;5;1;3
5491;Brouwershaven;Ostrea;4318TJ;1;4;2;3
5492;Brouwershaven;Botterlaan;4318TD;10;4;1;1
5493;Brouwershaven;Voorburglaan;4318BL;11;3;1;3
5494;Scharendijke;Het Baken;4322DB;116;5;4;2
5495;Brouwershaven;Spuislop;4318AX;12;4;3;3
5496;Scharendijke;De Achthoek;4322DA;13;4;4;2
5497;Brouwershaven;Haven Zuidzijde;4318AJ;13;2;2;3
5498;Scharendijke;Elkerzeeseweg;4322AH;17;4;4;3
5499;Brouwershaven;Herckenstein;4318TZ;171;4;3;3
5500;Brouwershaven;Centrum;4318NJ;18;2;1;3
5501;Brouwershaven;Grevelingse Slag;4318TH;25;4;2;1
5502;Brouwershaven;Mytilus;4318NE;25;3;1;3
5503;Brouwershaven;Grevelingse Slag;4318TH;2;1;3;1
5504;Brouwershaven;Haven Zuidzijde;4318AJ;2;4;2;2
5505;Brouwershaven;Noorddijkstraat;4318BJ;2;2;3;1
5506;Brouwershaven;de Lei;4318ED;2;2;2;3
5507;Brouwershaven;Den Osse;4318TP;23;3;2;1
5508;Brouwershaven;Poortdijkstraat;4318AL;23;2;2;1
5509;Brouwershaven;Schouwse Slag;4318TG;23;3;1;2
5510;Brouwershaven;Cardium;4318TS;24;1;2;2
5511;Brouwershaven;Spuiwekken;4318AP;21A;4;1;3
5512;Scharendijke;Korenbloemstraat;4322BV;22;2;1;1
5513;Scharendijke;Haven Kloosternol;4322AK;3;1;2;1
5514;Brouwershaven;Krabbendijke;4318BP;3;1;2;3
5515;Brouwershaven;Spuiweg;4318AN;5;4;2;2
5516;Scharendijke;Elkerzeeseweg;4322NB;42;4;3;1
5517;Brouwershaven;Kromwal;4318EJ;31;5;4;2
5518;Scharendijke;Zeilweg;4322EH;3;4;3;1
5519;Brouwershaven;Trampad;;3t;4;2;1
5520;Brouwershaven;Haven Noordzijde;4318AC;34;1;2;2
5521;Scharendijke;Elkerzeeseweg;4322NB;34;5;2;3
5522;Scharendijke;Hoogenboomsweg;4322TG;3A;4;3;2
5523;Brouwershaven;Cardium;4318TS;4;5;3;1
5524;Brouwershaven;Spuislop;4318AX;4;4;1;1
5525;Scharendijke;Ingridstraat;4322BR;5;3;2;3
5526;Brouwershaven;Jacob Catsstraat;4318BA;5;2;2;2
5527;Scharendijke;Grevelingenhof;4322DJ;6;4;1;2
5528;Brouwershaven;Nieuwstad;4318BM;5;3;2;3
5529;Scharendijke;Grevelingenlaan;4322EB;53;5;3;3
5530;Brouwershaven;Meeuwenstein;4318TR;59;1;2;1
5531;Brouwershaven;Noorddijkstraat;4318BK;62;5;2;3
5532;Scharendijke;Kuijerdamseweg;4322NM;60;2;3;2
5533;Scharendijke;Kuijerdamseweg;4322NM;64;1;3;1
5534;Scharendijke;Kuijerdamseweg;4322NM;64;2;2;3
5535;Scharendijke;Kuijerdamseweg;4322NM;64;4;3;3
5536;Scharendijke;Kuijerdamseweg;4322NM;64;4;4;3
5537;Scharendijke;Kuijerdamseweg;4322NM;64;4;2;3
5538;Scharendijke;Kuijerdamseweg;4322NM;64;5;2;1
5539;Scharendijke;Kuijerdamseweg;4322NM;64;4;3;2
5540;Brouwershaven;Christoffellaan;4318NC;65;3;2;2
5541;Scharendijke;Inlaag;4322NK;7;2;1;1
5542;Brouwershaven;Christoffellaan;4318NC;73;2;2;3
5543;Scharendijke;Kabbelaarsbankstraat;4322BH;8;5;3;1
5544;Brouwershaven;Meeuwenstein;4318TR;81;3;1;1
5545;Brouwershaven;Zuidwal;4318AT;9;3;2;3
5546;Brouwershaven;Christoffellaan;4318NC;94;1;1;2
5547;Brouwershaven;Den Osse;4318TP;94;3;3;1
5548;Scharendijke;Strand;4322DH;95;3;2;3
5549;Brouwershaven;Herckenstein;4318TZ;97;4;2;2
5550;Brouwershaven;Den Osse;4318TP;99;1;1;1
5551;Zonnemaire;Beatrixstraat;4316AC;18;2;4;2
5552;Zonnemaire;Tuinweg;4316AX;5;1;4;1
5553;Zonnemaire;Christinastraat;4316BE;3;3;2;1
5554;Zonnemaire;Stapelsweg;4316PT;3;3;1;3
5555;Zonnemaire;Veerdijk;4316PJ;31;5;2;3
5556;Zonnemaire;Professor Zeemanstraat;4316AH;39;3;1;2
5557;Zonnemaire;Christinastraat;4316BE;4;4;1;2
5558;Zonnemaire;Julianastraat;4316AG;8;1;4;2
5559;Ouddorp;De Eco Punt;3253ML;15;1;1;2
5560;Goedereede;Nieuwe Oostdijk;3252CR;30;2;1;2
5561;Goedereede;Waterpoort;3252CS;58;2;3;3
5562;Ouddorp;Klepperstee - Albatros;3253SB;1;5;2;3
5563;Ouddorp;Het Oude Nieuwland;3253MS;30;2;1;1
5564;Ouddorp;Toppershoedje;;303;3;1;1
5565;Ouddorp;Klepperstee - Nachtegaal;;30A;4;3;1
5566;Ouddorp;Zandinghe;3253PK;31;4;1;2
5567;Ouddorp;Magneet;3253TS;13;2;2;1
5568;Ouddorp;Terrein Witte;;131;2;2;2
5569;Ouddorp;Terrein Witte;;133;4;3;2
5570;Ouddorp;Toppershoedje;;468;5;3;1
5571;Ouddorp;Oude Nieuwlandseweg;3253LL;4D;4;3;3
5572;Ouddorp;Oude Nieuwlandseweg;3253LL;4e;2;1;2
5573;Ouddorp;Zuidhoek;;106;3;3;2
5574;Ouddorp;Klepperstee - Nachtegaal;;11;4;2;2
5575;Ouddorp;Het Oude Nieuwland;3253MS;116;2;3;1
5576;Ouddorp;Magneet;3253TS;117;1;3;3
5577;Ouddorp;Terrein Witte;;138;3;2;3
5578;Ouddorp;Terrein Witte;;143;5;1;3
5579;Ouddorp;Magneet;3253TS;15;3;4;2
5580;Ouddorp;Blommerstee;;16;5;2;3
5581;Ouddorp;Parklaan;3253CA;17;3;3;3
5582;Ouddorp;Klarebeekweg;;20;1;1;2
5583;Ouddorp;Klarebeekweg;;20;4;1;2
5584;Ouddorp;Klarebeekweg;;20;2;3;1
5585;Ouddorp;Duinven;3253PA;202;2;4;1
5586;Ouddorp;Klepperstee - Grote Stern;;24;2;2;3
5587;Ouddorp;Klepperstee - Grote Stern;;26;3;1;2
5588;Ouddorp;Zuidhoek;;29;4;3;1
5589;Ouddorp;Klepperstee - Nachtegaal;;2A;4;3;2
5590;Ouddorp;Toppershoedje;;319;3;2;3
5591;Ouddorp;Jonkerstee;3253CE;33;3;4;2
5592;Ouddorp;Toppershoedje;;356;4;4;3
5593;Ouddorp;Dolphijn;3253TZ;36;3;1;3
5594;Ouddorp;Zuidhoek;;38;5;1;3
5595;Ouddorp;Klepperstee - Kievit;;4;1;4;2
5596;Ouddorp;Klepperstee - Nachtegaal;;40;5;3;3
5597;Ouddorp;Terrein Witte;;40;3;4;3
5598;Ouddorp;Toppershoedje;3253NN;419;5;1;1
5599;Ouddorp;Magneet;3253TS;42;4;2;1
5600;Ouddorp;Zuidhoek;;99;2;2;1
5601;Ouddorp;Pinusoord;3253MW;5;3;1;2
5602;Ouddorp;Dijkstelweg;;57;3;1;2
5603;Ouddorp;Paddestoel;;6;4;1;2
5604;Ouddorp;Klepperstee - Nachtegaal;;63;3;1;1
5605;Ouddorp;Het Oude Nieuwland;3253MS;78;5;2;1
5606;Ouddorp;Terrein Witte;;86;4;1;3
5607;Ouddorp;Zuiderduin;3253PN;86;4;1;3
5608;Ouddorp;Ouwe Stee-Zuid;;9;3;4;2
5609;Goedereede;De Goede Ree;;116;4;2;3
5610;Goedereede;De Goede Ree;;28;4;3;1
5611;Goedereede;De Goede Ree;;51;4;1;1
5612;Goedereede;De Goede Ree;;77;3;2;2
5613;Stellendam;Onderdemolen;3251NL;102;3;2;2
5614;Stellendam;de Vlugtheuvel;;105;3;3;1
5615;Stellendam;Onderdemolen;3251NL;114;3;2;3
5616;Stellendam;Haagsestraat;3251CR;2;2;3;2
5617;Stellendam;Onderdemolen;3251NL;97;3;4;1
5618;Ouddorp;West Nieuwlandseweg;;14;4;1;3
5619;Ouddorp;Vrijheidsweg;;2;5;1;2
5620;Ouddorp;Vrijheidsweg;;2;2;3;1
5621;Ouddorp;Vrijheidsweg;;2;2;2;3
5622;Ouddorp;Poldersbos;;25;4;4;2
5623;Ouddorp;Kabbelaarsbank;;2;4;3;2
5624;Ouddorp;Kabbelaarsbank;;2;2;2;3
5625;Stellendam;Deltageul;3251NG;31;2;3;2
5626;Stellendam;Deltageul;3251NG;45;4;2;3
5627;Stellendam;de Vlugtheuvel;;98;1;3;3
5628;Dirksland;Oranjehof;;93;4;4;1
5629;Dirksland;Oranjehof;;44;4;1;1
5630;Dirksland;Oranjehof;;29;2;1;2
5631;Dirksland;Poldersweegje;3247KE;2;3;1;1
5632;Nieuwe-Tonge;'t Anker;;104;2;3;2
5633;Nieuwe-Tonge;'t Anker;;123;4;3;1
5634;Nieuwe-Tonge;De Grevelingen;;138;2;4;1
5635;Nieuwe-Tonge;De Grevelingen;;214;5;4;2
5636;Nieuwe-Tonge;De Grevelingen;;258;1;2;3
5637;Nieuwe-Tonge;De Grevelingen;;283;4;3;1
5638;Nieuwe-Tonge;De Grevelingen;;34;5;2;2
5639;Nieuwe-Tonge;'t Anker;;50;5;3;2
5640;Nieuwe-Tonge;'t Anker;;59;1;4;2
5641;Nieuwe-Tonge;'t Anker;;72;2;1;2
5642;Ouddorp;Maerenseweg;3253XR;63;2;4;1
5643;Ouddorp;Bokweg;3253AB;9;4;3;1
5644;Rockanje;Raadhuislaan;3235AP;34;2;4;3
5645;Middelharnis;Bergweg;3241DT;22;3;4;3
5646;Middelharnis;Nieuwepad;3241CK;2;1;1;1
5647;Hellevoetsluis;Menuetstraat;3223PL;18;2;2;2
5648;Hellevoetsluis;Affuitweg;3221AR;16A;4;2;3
5649;Hellevoetsluis;Timmer Werf;3221AS;19;4;1;3
5650;Hellevoetsluis;Smalspoor;3224XR;24;3;4;2
5651;Hellevoetsluis;Vierasser;3224XM;3;3;1;2
5652;Hellevoetsluis;Opzoomerlaan;3221AM;61;3;4;1
5653;Hellevoetsluis;Opzoomerlaan;3221AM;65;1;2;2
5654;Herkingen;Klinkerlandsestraat;3249AL;28;5;3;2
5655;Herkingen;Peuterdijk;;33B;3;4;2
5656;Dirksland;Irenelaan;;2D;2;1;2
5657;Dirksland;Staakweg;;5;4;3;3
5658;Dirksland;Wernerlaan;3247XV;60;3;4;3
5659;Hellevoetsluis;Smitsweg;3222AG;61;4;3;2
5660;Hellevoetsluis;Clausstraat;3223XZ;70;3;2;3
5661;Sommelsdijk;Groene Zoom;3245CH;1;3;4;2
5662;Sommelsdijk;Sluishoek;;17;1;2;3
5663;Sommelsdijk;Stoofhoek;3245XR;2;3;2;2
5664;Sommelsdijk;Kokseweg;3245LA;6;3;1;3
5665;Sommelsdijk;Groene Zoom;3245CH;79;2;2;1
5666;Sommelsdijk;De Klaver;3245XT;99;3;3;1
5667;Dirksland;Maannezee;;6;4;2;3
5668;Ouddorp;de Duinen;3253MR;431;5;2;2
5669;Dirksland;Haveloozeweg;3247GE;12;5;3;2
5670;Hellevoetsluis;P A de Genestetlaan;3221VP;4A;4;1;2
5671;Middelharnis;Ed Hoornikpad;3241DD;40;5;1;2
5672;Middelharnis;Gedempt Kanaal;3241DB;45d;2;3;3
5673;Rockanje;Dorpsplein;3235AD;3;3;3;1
5674;Herkingen;Peuterdijk;;31p;3;3;3
5675;Ouddorp;de Duinen;3253MR;249;2;2;1
5676;Sommelsdijk;Kaai;3245LP;21;4;2;2
5677;Middelharnis;Oosterschelde;3241PJ;7f;3;2;3
5678;Middelharnis;Joost van den Vondellaan;3241DR;125;2;4;1
5679;Middelharnis;Buitenring;3241DW;36;2;3;2
5680;Ouddorp;Hoge Pad;3253BH;83;1;1;3
5681;Stellendam;Meidoornstraat;3251CV;3A;3;1;2
5682;Middelharnis;Gedempt Kanaal;3241DB;87B;2;1;3
5683;Ouddorp;Havenweg;3253XC;3h;2;3;3
5684;Sommelsdijk;Elise van Calcarhof;3245LV;7;4;4;2
5685;Ouddorp;Zuiderduin;3253PN;159;4;1;2
5686;Rockanje;Hilseweg;3235KE;6;4;3;2
5687;Rockanje;Louwtjes Kaa;3235DC;4;4;2;2
5688;Hellevoetsluis;Zwartedijk;3222LM;2;3;2;3
5689;Middelharnis;Edison;3241LS;12;2;1;1
5690;Middelharnis;Edison;3241LS;12;5;1;1
5691;Nieuwe-Tonge;Langeweg;3244BH;14f;5;2;2
5692;Nieuwe-Tonge;Langeweg;3244BH;14C;3;1;2
5693;Hellevoetsluis;Oostdijk;3223CB;68D;3;4;1
5694;Ouddorp;Vliedberglaan;3253VT;174;1;3;1
5695;Middelharnis;Buitenring;3241DW;58;2;4;3
5696;Middelharnis;Havenkade;3241EM;15;2;2;3
5697;Hellevoetsluis;Hoofdwachtstraat;3221AC;13;3;1;1
5698;Ouddorp;Ridderstee;3253NZ;243;1;4;2
5699;Ouddorp;Ridderstee;3253NZ;201;2;2;2
5700;Stellendam;Korteweg;;2;3;4;2
5701;Middelharnis;Bergweg;3241DT;36;3;4;3
5702;Sommelsdijk;Elise van Calcarhof;3245LV;4;5;1;3
5703;Hellevoetsluis;Amnesty Internationallaan;;2;1;1;3
5704;Hellevoetsluis;Hopperweg;3225LS;12;3;2;3
5705;Hellevoetsluis;Hopperweg;3225LS;12;1;1;3
5706;Ouddorp;Vliedberglaan;3253VT;15;4;4;2
5707;Ouddorp;Vliedberglaan;3253VT;14;2;4;1
5708;Herkingen;Peuterdijk;;37D;3;1;1
5709;Ouddorp;de Duinen;3253MR;113;4;3;2
5710;Hellevoetsluis;Rie Mastenbroekplein;3223KJ;2;5;3;3
5711;Herkingen;Peuterdijk;3249AW;50;2;3;1
5712;Sommelsdijk;Kokseweg;3245LA;6;1;3;3
5713;Nieuwe-Tonge;Battenoordsedijk;3244LC;1F;2;1;1
5714;Middelharnis;Edison;3241LS;10;4;3;3
5715;Middelharnis;Volta;3241LW;8;4;3;1
5716;Hellevoetsluis;Tienkamp;3223AR;7;1;4;1
5717;Hellevoetsluis;Tienkamp;3223AR;14;2;2;1
5718;Sommelsdijk;Stoofhoek;3245XR;52;4;3;1
5719;Sommelsdijk;Stoofhoek;3245XR;62;2;2;3
5720;Middelharnis;Stationsweg;3241EA;4A;4;3;2
5721;Hellevoetsluis;Rijksstraatweg;3223KC;130;2;2;2
5722;Oudenhoorn;Korenbloem;3227BB;21;2;2;2
5723;Hellevoetsluis;Parkweg;3221LV;2;4;4;1
5724;Hellevoetsluis;Parkweg;3221LV;2;4;1;3
5725;Hellevoetsluis;Parkweg;3221LV;2;1;3;3
5726;Hellevoetsluis;Parkweg;3221LV;2;4;3;2
5727;Hellevoetsluis;Parkweg;3221LV;2;4;2;2
5728;Hellevoetsluis;Parkweg;3221LV;2;3;1;3
5729;Hellevoetsluis;Hopperweg;3225LS;16;2;1;3
